source_state,recovery_state,year,n
Alabama,Alabama,2023,7503
Alabama,Alaska,2023,3
Alabama,Arizona,2023,23
Alabama,Arkansas,2023,7
Alabama,California,2023,181
Alabama,Colorado,2023,25
Alabama,Connecticut,2023,21
Alabama,Delaware,2023,1
Alabama,District Of Columbia,2023,41
Alabama,Florida,2023,498
Alabama,Georgia,2023,583
Alabama,Guam & Northern Mariana Islands,2023,1
Alabama,Hawaii,2023,1
Alabama,Idaho,2023,3
Alabama,Illinois,2023,198
Alabama,Indiana,2023,45
Alabama,Iowa,2023,11
Alabama,Kansas,2023,17
Alabama,Kentucky,2023,58
Alabama,Louisiana,2023,203
Alabama,Maine,2023,1
Alabama,Maryland,2023,76
Alabama,Massachusetts,2023,35
Alabama,Michigan,2023,90
Alabama,Minnesota,2023,25
Alabama,Mississippi,2023,125
Alabama,Missouri,2023,29
Alabama,Montana,2023,1
Alabama,Nebraska,2023,8
Alabama,Nevada,2023,13
Alabama,New Hampshire,2023,1
Alabama,New Jersey,2023,53
Alabama,New Mexico,2023,8
Alabama,New York,2023,215
Alabama,North Carolina,2023,117
Alabama,North Dakota,2023,2
Alabama,Ohio,2023,68
Alabama,Oklahoma,2023,14
Alabama,Oregon,2023,11
Alabama,Pennsylvania,2023,61
Alabama,Puerto Rico,2023,10
Alabama,Rhode Island,2023,6
Alabama,South Carolina,2023,50
Alabama,South Dakota,2023,4
Alabama,Tennessee,2023,288
Alabama,Texas,2023,269
Alabama,Us Virgin Islands,2023,0
Alabama,Utah,2023,7
Alabama,Vermont,2023,1
Alabama,Virginia,2023,46
Alabama,Washington,2023,17
Alabama,West Virginia,2023,9
Alabama,Wisconsin,2023,20
Alabama,Wyoming,2023,0
Alabama,Alabama,2022,7520
Alabama,Alaska,2022,4
Alabama,Arizona,2022,24
Alabama,Arkansas,2022,20
Alabama,California,2022,163
Alabama,Colorado,2022,22
Alabama,Connecticut,2022,23
Alabama,Delaware,2022,5
Alabama,District Of Columbia,2022,41
Alabama,Florida,2022,560
Alabama,Georgia,2022,575
Alabama,Guam & Northern Mariana Islands,2022,0
Alabama,Hawaii,2022,0
Alabama,Idaho,2022,4
Alabama,Illinois,2022,202
Alabama,Indiana,2022,45
Alabama,Iowa,2022,9
Alabama,Kansas,2022,15
Alabama,Kentucky,2022,30
Alabama,Louisiana,2022,133
Alabama,Maine,2022,0
Alabama,Maryland,2022,98
Alabama,Massachusetts,2022,47
Alabama,Michigan,2022,73
Alabama,Minnesota,2022,17
Alabama,Mississippi,2022,133
Alabama,Missouri,2022,24
Alabama,Montana,2022,5
Alabama,Nebraska,2022,13
Alabama,Nevada,2022,13
Alabama,New Hampshire,2022,1
Alabama,New Jersey,2022,59
Alabama,New Mexico,2022,7
Alabama,New York,2022,179
Alabama,North Carolina,2022,121
Alabama,North Dakota,2022,5
Alabama,Ohio,2022,74
Alabama,Oklahoma,2022,13
Alabama,Oregon,2022,7
Alabama,Pennsylvania,2022,68
Alabama,Puerto Rico,2022,11
Alabama,Rhode Island,2022,2
Alabama,South Carolina,2022,60
Alabama,South Dakota,2022,1
Alabama,Tennessee,2022,296
Alabama,Texas,2022,213
Alabama,Us Virgin Islands,2022,1
Alabama,Utah,2022,10
Alabama,Vermont,2022,0
Alabama,Virginia,2022,49
Alabama,Washington,2022,10
Alabama,West Virginia,2022,5
Alabama,Wisconsin,2022,26
Alabama,Wyoming,2022,3
Alabama,Alabama,2021,6377
Alabama,Alaska,2021,0
Alabama,Arizona,2021,27
Alabama,Arkansas,2021,20
Alabama,California,2021,157
Alabama,Colorado,2021,32
Alabama,Connecticut,2021,31
Alabama,Delaware,2021,10
Alabama,District Of Columbia,2021,37
Alabama,Florida,2021,501
Alabama,Georgia,2021,502
Alabama,Guam & Northern Mariana Islands,2021,0
Alabama,Hawaii,2021,0
Alabama,Idaho,2021,3
Alabama,Illinois,2021,207
Alabama,Indiana,2021,35
Alabama,Iowa,2021,8
Alabama,Kansas,2021,22
Alabama,Kentucky,2021,28
Alabama,Louisiana,2021,128
Alabama,Maine,2021,1
Alabama,Maryland,2021,73
Alabama,Massachusetts,2021,45
Alabama,Michigan,2021,84
Alabama,Minnesota,2021,8
Alabama,Mississippi,2021,132
Alabama,Missouri,2021,24
Alabama,Montana,2021,1
Alabama,Nebraska,2021,11
Alabama,Nevada,2021,22
Alabama,New Hampshire,2021,2
Alabama,New Jersey,2021,56
Alabama,New Mexico,2021,4
Alabama,New York,2021,230
Alabama,North Carolina,2021,110
Alabama,North Dakota,2021,2
Alabama,Ohio,2021,66
Alabama,Oklahoma,2021,17
Alabama,Oregon,2021,8
Alabama,Pennsylvania,2021,55
Alabama,Puerto Rico,2021,8
Alabama,Rhode Island,2021,4
Alabama,South Carolina,2021,69
Alabama,South Dakota,2021,1
Alabama,Tennessee,2021,254
Alabama,Texas,2021,153
Alabama,Us Virgin Islands,2021,1
Alabama,Utah,2021,5
Alabama,Vermont,2021,0
Alabama,Virginia,2021,41
Alabama,Washington,2021,10
Alabama,West Virginia,2021,5
Alabama,Wisconsin,2021,21
Alabama,Wyoming,2021,1
Alabama,Alabama,2020,5419
Alabama,Alaska,2020,0
Alabama,Arizona,2020,19
Alabama,Arkansas,2020,10
Alabama,California,2020,151
Alabama,Colorado,2020,19
Alabama,Connecticut,2020,14
Alabama,Delaware,2020,5
Alabama,District Of Columbia,2020,33
Alabama,Florida,2020,432
Alabama,Georgia,2020,497
Alabama,Guam & Northern Mariana Islands,2020,0
Alabama,Hawaii,2020,1
Alabama,Idaho,2020,2
Alabama,Illinois,2020,162
Alabama,Indiana,2020,18
Alabama,Iowa,2020,8
Alabama,Kansas,2020,10
Alabama,Kentucky,2020,28
Alabama,Louisiana,2020,81
Alabama,Maine,2020,1
Alabama,Maryland,2020,53
Alabama,Massachusetts,2020,36
Alabama,Michigan,2020,73
Alabama,Minnesota,2020,17
Alabama,Mississippi,2020,103
Alabama,Missouri,2020,21
Alabama,Montana,2020,3
Alabama,Nebraska,2020,5
Alabama,Nevada,2020,14
Alabama,New Hampshire,2020,0
Alabama,New Jersey,2020,46
Alabama,New Mexico,2020,10
Alabama,New York,2020,150
Alabama,North Carolina,2020,90
Alabama,North Dakota,2020,3
Alabama,Ohio,2020,59
Alabama,Oklahoma,2020,10
Alabama,Oregon,2020,13
Alabama,Pennsylvania,2020,67
Alabama,Puerto Rico,2020,4
Alabama,Rhode Island,2020,2
Alabama,South Carolina,2020,65
Alabama,South Dakota,2020,1
Alabama,Tennessee,2020,202
Alabama,Texas,2020,170
Alabama,Us Virgin Islands,2020,0
Alabama,Utah,2020,6
Alabama,Vermont,2020,2
Alabama,Virginia,2020,41
Alabama,Washington,2020,8
Alabama,West Virginia,2020,5
Alabama,Wisconsin,2020,8
Alabama,Wyoming,2020,2
Alabama,Alabama,2019,5187
Alabama,Alaska,2019,1
Alabama,Arizona,2019,15
Alabama,Arkansas,2019,11
Alabama,California,2019,125
Alabama,Colorado,2019,26
Alabama,Connecticut,2019,15
Alabama,Delaware,2019,7
Alabama,District Of Columbia,2019,16
Alabama,Florida,2019,366
Alabama,Georgia,2019,514
Alabama,Guam & Northern Mariana Islands,2019,0
Alabama,Hawaii,2019,2
Alabama,Idaho,2019,1
Alabama,Illinois,2019,185
Alabama,Indiana,2019,35
Alabama,Iowa,2019,8
Alabama,Kansas,2019,17
Alabama,Kentucky,2019,33
Alabama,Louisiana,2019,124
Alabama,Maine,2019,0
Alabama,Maryland,2019,64
Alabama,Massachusetts,2019,24
Alabama,Michigan,2019,62
Alabama,Minnesota,2019,8
Alabama,Mississippi,2019,105
Alabama,Missouri,2019,29
Alabama,Montana,2019,2
Alabama,Nebraska,2019,10
Alabama,Nevada,2019,18
Alabama,New Hampshire,2019,1
Alabama,New Jersey,2019,34
Alabama,New Mexico,2019,1
Alabama,New York,2019,143
Alabama,North Carolina,2019,90
Alabama,North Dakota,2019,1
Alabama,Ohio,2019,54
Alabama,Oklahoma,2019,14
Alabama,Oregon,2019,4
Alabama,Pennsylvania,2019,36
Alabama,Puerto Rico,2019,5
Alabama,Rhode Island,2019,3
Alabama,South Carolina,2019,33
Alabama,South Dakota,2019,2
Alabama,Tennessee,2019,252
Alabama,Texas,2019,101
Alabama,Us Virgin Islands,2019,0
Alabama,Utah,2019,5
Alabama,Vermont,2019,0
Alabama,Virginia,2019,52
Alabama,Washington,2019,15
Alabama,West Virginia,2019,6
Alabama,Wisconsin,2019,10
Alabama,Wyoming,2019,1
Alabama,Alabama,2018,4444
Alabama,Alaska,2018,0
Alabama,Arizona,2018,12
Alabama,Arkansas,2018,13
Alabama,California,2018,145
Alabama,Colorado,2018,21
Alabama,Connecticut,2018,13
Alabama,Delaware,2018,7
Alabama,District Of Columbia,2018,15
Alabama,Florida,2018,387
Alabama,Georgia,2018,502
Alabama,Guam & Northern Mariana Islands,2018,0
Alabama,Hawaii,2018,1
Alabama,Idaho,2018,3
Alabama,Illinois,2018,133
Alabama,Indiana,2018,30
Alabama,Iowa,2018,11
Alabama,Kansas,2018,14
Alabama,Kentucky,2018,29
Alabama,Louisiana,2018,129
Alabama,Maine,2018,4
Alabama,Maryland,2018,48
Alabama,Massachusetts,2018,16
Alabama,Michigan,2018,50
Alabama,Minnesota,2018,19
Alabama,Mississippi,2018,103
Alabama,Missouri,2018,23
Alabama,Montana,2018,2
Alabama,Nebraska,2018,7
Alabama,Nevada,2018,9
Alabama,New Hampshire,2018,0
Alabama,New Jersey,2018,42
Alabama,New Mexico,2018,8
Alabama,New York,2018,138
Alabama,North Carolina,2018,97
Alabama,North Dakota,2018,0
Alabama,Ohio,2018,48
Alabama,Oklahoma,2018,7
Alabama,Oregon,2018,9
Alabama,Pennsylvania,2018,48
Alabama,Puerto Rico,2018,2
Alabama,Rhode Island,2018,3
Alabama,South Carolina,2018,48
Alabama,South Dakota,2018,1
Alabama,Tennessee,2018,207
Alabama,Texas,2018,111
Alabama,Us Virgin Islands,2018,0
Alabama,Utah,2018,3
Alabama,Vermont,2018,2
Alabama,Virginia,2018,57
Alabama,Washington,2018,12
Alabama,West Virginia,2018,3
Alabama,Wisconsin,2018,15
Alabama,Wyoming,2018,0
Alabama,Alabama,2017,4212
Alabama,Alaska,2017,2
Alabama,Arizona,2017,18
Alabama,Arkansas,2017,3
Alabama,California,2017,153
Alabama,Colorado,2017,16
Alabama,Connecticut,2017,13
Alabama,Delaware,2017,9
Alabama,District Of Columbia,2017,17
Alabama,Florida,2017,370
Alabama,Georgia,2017,427
Alabama,Guam & Northern Mariana Islands,2017,1
Alabama,Hawaii,2017,1
Alabama,Idaho,2017,2
Alabama,Illinois,2017,149
Alabama,Indiana,2017,30
Alabama,Iowa,2017,13
Alabama,Kansas,2017,16
Alabama,Kentucky,2017,25
Alabama,Louisiana,2017,122
Alabama,Maine,2017,0
Alabama,Maryland,2017,67
Alabama,Massachusetts,2017,23
Alabama,Michigan,2017,64
Alabama,Minnesota,2017,13
Alabama,Mississippi,2017,116
Alabama,Missouri,2017,19
Alabama,Montana,2017,0
Alabama,Nebraska,2017,8
Alabama,Nevada,2017,16
Alabama,New Hampshire,2017,1
Alabama,New Jersey,2017,39
Alabama,New Mexico,2017,6
Alabama,New York,2017,127
Alabama,North Carolina,2017,86
Alabama,North Dakota,2017,1
Alabama,Ohio,2017,45
Alabama,Oklahoma,2017,6
Alabama,Oregon,2017,12
Alabama,Pennsylvania,2017,25
Alabama,Puerto Rico,2017,9
Alabama,Rhode Island,2017,3
Alabama,South Carolina,2017,36
Alabama,South Dakota,2017,1
Alabama,Tennessee,2017,194
Alabama,Texas,2017,132
Alabama,Us Virgin Islands,2017,0
Alabama,Utah,2017,3
Alabama,Vermont,2017,0
Alabama,Virginia,2017,43
Alabama,Washington,2017,4
Alabama,West Virginia,2017,3
Alabama,Wisconsin,2017,12
Alabama,Wyoming,2017,0
Alabama,Alabama,2016,3692
Alabama,Alaska,2016,2
Alabama,Arizona,2016,15
Alabama,Arkansas,2016,9
Alabama,California,2016,107
Alabama,Colorado,2016,26
Alabama,Connecticut,2016,4
Alabama,Delaware,2016,0
Alabama,District Of Columbia,2016,28
Alabama,Florida,2016,314
Alabama,Georgia,2016,368
Alabama,Guam & Northern Mariana Islands,2016,0
Alabama,Hawaii,2016,1
Alabama,Idaho,2016,1
Alabama,Illinois,2016,111
Alabama,Indiana,2016,20
Alabama,Iowa,2016,15
Alabama,Kansas,2016,8
Alabama,Kentucky,2016,16
Alabama,Louisiana,2016,89
Alabama,Maine,2016,1
Alabama,Maryland,2016,53
Alabama,Massachusetts,2016,13
Alabama,Michigan,2016,49
Alabama,Minnesota,2016,8
Alabama,Mississippi,2016,101
Alabama,Missouri,2016,22
Alabama,Montana,2016,2
Alabama,Nebraska,2016,2
Alabama,Nevada,2016,1
Alabama,New Hampshire,2016,0
Alabama,New Jersey,2016,38
Alabama,New Mexico,2016,5
Alabama,New York,2016,104
Alabama,North Carolina,2016,62
Alabama,North Dakota,2016,2
Alabama,Ohio,2016,42
Alabama,Oklahoma,2016,6
Alabama,Oregon,2016,6
Alabama,Pennsylvania,2016,23
Alabama,Puerto Rico,2016,4
Alabama,Rhode Island,2016,4
Alabama,South Carolina,2016,21
Alabama,South Dakota,2016,2
Alabama,Tennessee,2016,156
Alabama,Texas,2016,101
Alabama,Us Virgin Islands,2016,0
Alabama,Utah,2016,5
Alabama,Vermont,2016,0
Alabama,Virginia,2016,32
Alabama,Washington,2016,10
Alabama,West Virginia,2016,4
Alabama,Wisconsin,2016,19
Alabama,Wyoming,2016,0
Alabama,Alabama,2015,3441
Alabama,Alaska,2015,2
Alabama,Arizona,2015,14
Alabama,Arkansas,2015,2
Alabama,California,2015,86
Alabama,Colorado,2015,16
Alabama,Connecticut,2015,7
Alabama,Delaware,2015,3
Alabama,District Of Columbia,2015,14
Alabama,Florida,2015,301
Alabama,Georgia,2015,301
Alabama,Guam & Northern Mariana Islands,2015,0
Alabama,Hawaii,2015,0
Alabama,Idaho,2015,1
Alabama,Illinois,2015,105
Alabama,Indiana,2015,22
Alabama,Iowa,2015,10
Alabama,Kansas,2015,6
Alabama,Kentucky,2015,15
Alabama,Louisiana,2015,78
Alabama,Maine,2015,1
Alabama,Maryland,2015,36
Alabama,Massachusetts,2015,13
Alabama,Michigan,2015,79
Alabama,Minnesota,2015,9
Alabama,Mississippi,2015,68
Alabama,Missouri,2015,15
Alabama,Montana,2015,1
Alabama,Nebraska,2015,8
Alabama,Nevada,2015,7
Alabama,New Hampshire,2015,0
Alabama,New Jersey,2015,41
Alabama,New Mexico,2015,4
Alabama,New York,2015,100
Alabama,North Carolina,2015,59
Alabama,North Dakota,2015,4
Alabama,Ohio,2015,31
Alabama,Oklahoma,2015,5
Alabama,Oregon,2015,2
Alabama,Pennsylvania,2015,19
Alabama,Puerto Rico,2015,2
Alabama,Rhode Island,2015,0
Alabama,South Carolina,2015,35
Alabama,South Dakota,2015,3
Alabama,Tennessee,2015,135
Alabama,Texas,2015,87
Alabama,Us Virgin Islands,2015,0
Alabama,Utah,2015,3
Alabama,Vermont,2015,0
Alabama,Virginia,2015,34
Alabama,Washington,2015,7
Alabama,West Virginia,2015,5
Alabama,Wisconsin,2015,17
Alabama,Wyoming,2015,0
Alabama,Alabama,2014,3561
Alabama,Alaska,2014,1
Alabama,Arizona,2014,11
Alabama,Arkansas,2014,6
Alabama,California,2014,81
Alabama,Colorado,2014,16
Alabama,Connecticut,2014,12
Alabama,Delaware,2014,1
Alabama,District Of Columbia,2014,12
Alabama,Florida,2014,294
Alabama,Georgia,2014,276
Alabama,Guam & Northern Mariana Islands,2014,0
Alabama,Hawaii,2014,0
Alabama,Idaho,2014,0
Alabama,Illinois,2014,109
Alabama,Indiana,2014,20
Alabama,Iowa,2014,2
Alabama,Kansas,2014,3
Alabama,Kentucky,2014,14
Alabama,Louisiana,2014,57
Alabama,Maine,2014,2
Alabama,Maryland,2014,29
Alabama,Massachusetts,2014,15
Alabama,Michigan,2014,71
Alabama,Minnesota,2014,8
Alabama,Mississippi,2014,58
Alabama,Missouri,2014,10
Alabama,Montana,2014,1
Alabama,Nebraska,2014,7
Alabama,Nevada,2014,6
Alabama,New Hampshire,2014,0
Alabama,New Jersey,2014,42
Alabama,New Mexico,2014,7
Alabama,New York,2014,91
Alabama,North Carolina,2014,43
Alabama,North Dakota,2014,4
Alabama,Ohio,2014,40
Alabama,Oklahoma,2014,4
Alabama,Oregon,2014,6
Alabama,Pennsylvania,2014,19
Alabama,Puerto Rico,2014,6
Alabama,Rhode Island,2014,2
Alabama,South Carolina,2014,20
Alabama,South Dakota,2014,1
Alabama,Tennessee,2014,129
Alabama,Texas,2014,46
Alabama,Us Virgin Islands,2014,1
Alabama,Utah,2014,0
Alabama,Vermont,2014,1
Alabama,Virginia,2014,19
Alabama,Washington,2014,10
Alabama,West Virginia,2014,5
Alabama,Wisconsin,2014,12
Alabama,Wyoming,2014,0
Alabama,Alabama,2012,2166
Alabama,Alaska,2012,0
Alabama,Arizona,2012,11
Alabama,Arkansas,2012,2
Alabama,California,2012,86
Alabama,Colorado,2012,8
Alabama,Connecticut,2012,5
Alabama,Delaware,2012,3
Alabama,District Of Columbia,2012,14
Alabama,Florida,2012,252
Alabama,Georgia,2012,285
Alabama,Guam & Northern Mariana Islands,2012,0
Alabama,Hawaii,2012,1
Alabama,Idaho,2012,1
Alabama,Illinois,2012,103
Alabama,Indiana,2012,19
Alabama,Iowa,2012,1
Alabama,Kansas,2012,5
Alabama,Kentucky,2012,14
Alabama,Louisiana,2012,50
Alabama,Maine,2012,0
Alabama,Maryland,2012,20
Alabama,Massachusetts,2012,12
Alabama,Michigan,2012,64
Alabama,Minnesota,2012,7
Alabama,Mississippi,2012,59
Alabama,Missouri,2012,9
Alabama,Montana,2012,0
Alabama,Nebraska,2012,2
Alabama,Nevada,2012,5
Alabama,New Hampshire,2012,1
Alabama,New Jersey,2012,31
Alabama,New Mexico,2012,1
Alabama,New York,2012,74
Alabama,North Carolina,2012,57
Alabama,North Dakota,2012,0
Alabama,Ohio,2012,31
Alabama,Oklahoma,2012,4
Alabama,Oregon,2012,3
Alabama,Pennsylvania,2012,27
Alabama,Puerto Rico,2012,2
Alabama,Rhode Island,2012,3
Alabama,South Carolina,2012,18
Alabama,South Dakota,2012,0
Alabama,Tennessee,2012,85
Alabama,Texas,2012,45
Alabama,Us Virgin Islands,2012,2
Alabama,Utah,2012,3
Alabama,Vermont,2012,0
Alabama,Virginia,2012,25
Alabama,Washington,2012,4
Alabama,West Virginia,2012,1
Alabama,Wisconsin,2012,14
Alabama,Wyoming,2012,1
Alabama,Alabama,2011,1894
Alabama,Alaska,2011,1
Alabama,Arizona,2011,17
Alabama,Arkansas,2011,1
Alabama,California,2011,94
Alabama,Colorado,2011,7
Alabama,Connecticut,2011,1
Alabama,Delaware,2011,3
Alabama,District Of Columbia,2011,15
Alabama,Florida,2011,264
Alabama,Georgia,2011,312
Alabama,Guam & Northern Mariana Islands,2011,0
Alabama,Hawaii,2011,0
Alabama,Idaho,2011,0
Alabama,Illinois,2011,99
Alabama,Indiana,2011,19
Alabama,Iowa,2011,3
Alabama,Kansas,2011,1
Alabama,Kentucky,2011,10
Alabama,Louisiana,2011,57
Alabama,Maine,2011,1
Alabama,Maryland,2011,53
Alabama,Massachusetts,2011,15
Alabama,Michigan,2011,72
Alabama,Minnesota,2011,1
Alabama,Mississippi,2011,47
Alabama,Missouri,2011,20
Alabama,Montana,2011,1
Alabama,Nebraska,2011,0
Alabama,Nevada,2011,4
Alabama,New Hampshire,2011,0
Alabama,New Jersey,2011,38
Alabama,New Mexico,2011,5
Alabama,New York,2011,109
Alabama,North Carolina,2011,55
Alabama,North Dakota,2011,1
Alabama,Ohio,2011,30
Alabama,Oklahoma,2011,7
Alabama,Oregon,2011,6
Alabama,Pennsylvania,2011,18
Alabama,Puerto Rico,2011,3
Alabama,Rhode Island,2011,2
Alabama,South Carolina,2011,20
Alabama,South Dakota,2011,2
Alabama,Tennessee,2011,67
Alabama,Texas,2011,62
Alabama,Us Virgin Islands,2011,1
Alabama,Utah,2011,3
Alabama,Vermont,2011,1
Alabama,Virginia,2011,22
Alabama,Washington,2011,5
Alabama,West Virginia,2011,2
Alabama,Wisconsin,2011,8
Alabama,Wyoming,2011,0
Alabama,Alabama,2010,1710
Alabama,Alaska,2010,3
Alabama,Arizona,2010,6
Alabama,Arkansas,2010,3
Alabama,California,2010,65
Alabama,Colorado,2010,5
Alabama,Connecticut,2010,10
Alabama,Delaware,2010,3
Alabama,District Of Columbia,2010,12
Alabama,Florida,2010,232
Alabama,Georgia,2010,298
Alabama,Guam & Northern Mariana Islands,2010,0
Alabama,Hawaii,2010,0
Alabama,Idaho,2010,0
Alabama,Illinois,2010,107
Alabama,Indiana,2010,14
Alabama,Iowa,2010,2
Alabama,Kansas,2010,4
Alabama,Kentucky,2010,12
Alabama,Louisiana,2010,80
Alabama,Maine,2010,0
Alabama,Maryland,2010,22
Alabama,Massachusetts,2010,24
Alabama,Michigan,2010,97
Alabama,Minnesota,2010,5
Alabama,Mississippi,2010,39
Alabama,Missouri,2010,15
Alabama,Montana,2010,1
Alabama,Nebraska,2010,5
Alabama,Nevada,2010,7
Alabama,New Hampshire,2010,0
Alabama,New Jersey,2010,35
Alabama,New Mexico,2010,0
Alabama,New York,2010,97
Alabama,North Carolina,2010,49
Alabama,North Dakota,2010,0
Alabama,Ohio,2010,42
Alabama,Oklahoma,2010,6
Alabama,Oregon,2010,3
Alabama,Pennsylvania,2010,26
Alabama,Puerto Rico,2010,0
Alabama,Rhode Island,2010,2
Alabama,South Carolina,2010,20
Alabama,South Dakota,2010,2
Alabama,Tennessee,2010,84
Alabama,Texas,2010,49
Alabama,Us Virgin Islands,2010,0
Alabama,Utah,2010,2
Alabama,Vermont,2010,0
Alabama,Virginia,2010,26
Alabama,Washington,2010,5
Alabama,West Virginia,2010,1
Alabama,Wisconsin,2010,10
Alabama,Wyoming,2010,0
Alaska,Alabama,2023,3
Alaska,Alaska,2023,1101
Alaska,Arizona,2023,14
Alaska,Arkansas,2023,3
Alaska,California,2023,73
Alaska,Colorado,2023,9
Alaska,Connecticut,2023,1
Alaska,Delaware,2023,0
Alaska,District Of Columbia,2023,0
Alaska,Florida,2023,29
Alaska,Georgia,2023,12
Alaska,Guam & Northern Mariana Islands,2023,0
Alaska,Hawaii,2023,1
Alaska,Idaho,2023,5
Alaska,Illinois,2023,6
Alaska,Indiana,2023,5
Alaska,Iowa,2023,2
Alaska,Kansas,2023,6
Alaska,Kentucky,2023,8
Alaska,Louisiana,2023,13
Alaska,Maine,2023,1
Alaska,Maryland,2023,4
Alaska,Massachusetts,2023,5
Alaska,Michigan,2023,3
Alaska,Minnesota,2023,7
Alaska,Mississippi,2023,0
Alaska,Missouri,2023,8
Alaska,Montana,2023,6
Alaska,Nebraska,2023,2
Alaska,Nevada,2023,12
Alaska,New Hampshire,2023,0
Alaska,New Jersey,2023,3
Alaska,New Mexico,2023,4
Alaska,New York,2023,13
Alaska,North Carolina,2023,13
Alaska,North Dakota,2023,1
Alaska,Ohio,2023,9
Alaska,Oklahoma,2023,5
Alaska,Oregon,2023,25
Alaska,Pennsylvania,2023,8
Alaska,Puerto Rico,2023,2
Alaska,Rhode Island,2023,0
Alaska,South Carolina,2023,13
Alaska,South Dakota,2023,1
Alaska,Tennessee,2023,6
Alaska,Texas,2023,24
Alaska,Us Virgin Islands,2023,0
Alaska,Utah,2023,5
Alaska,Vermont,2023,0
Alaska,Virginia,2023,8
Alaska,Washington,2023,37
Alaska,West Virginia,2023,0
Alaska,Wisconsin,2023,4
Alaska,Wyoming,2023,1
Alaska,Alabama,2022,7
Alaska,Alaska,2022,906
Alaska,Arizona,2022,13
Alaska,Arkansas,2022,0
Alaska,California,2022,62
Alaska,Colorado,2022,14
Alaska,Connecticut,2022,0
Alaska,Delaware,2022,0
Alaska,District Of Columbia,2022,1
Alaska,Florida,2022,28
Alaska,Georgia,2022,12
Alaska,Guam & Northern Mariana Islands,2022,0
Alaska,Hawaii,2022,3
Alaska,Idaho,2022,3
Alaska,Illinois,2022,8
Alaska,Indiana,2022,5
Alaska,Iowa,2022,2
Alaska,Kansas,2022,6
Alaska,Kentucky,2022,2
Alaska,Louisiana,2022,12
Alaska,Maine,2022,1
Alaska,Maryland,2022,6
Alaska,Massachusetts,2022,4
Alaska,Michigan,2022,9
Alaska,Minnesota,2022,7
Alaska,Mississippi,2022,0
Alaska,Missouri,2022,3
Alaska,Montana,2022,3
Alaska,Nebraska,2022,3
Alaska,Nevada,2022,16
Alaska,New Hampshire,2022,3
Alaska,New Jersey,2022,3
Alaska,New Mexico,2022,6
Alaska,New York,2022,8
Alaska,North Carolina,2022,19
Alaska,North Dakota,2022,0
Alaska,Ohio,2022,7
Alaska,Oklahoma,2022,8
Alaska,Oregon,2022,18
Alaska,Pennsylvania,2022,9
Alaska,Puerto Rico,2022,9
Alaska,Rhode Island,2022,1
Alaska,South Carolina,2022,4
Alaska,South Dakota,2022,1
Alaska,Tennessee,2022,11
Alaska,Texas,2022,24
Alaska,Us Virgin Islands,2022,0
Alaska,Utah,2022,11
Alaska,Vermont,2022,0
Alaska,Virginia,2022,9
Alaska,Washington,2022,42
Alaska,West Virginia,2022,0
Alaska,Wisconsin,2022,7
Alaska,Wyoming,2022,0
Alaska,Alabama,2021,4
Alaska,Alaska,2021,537
Alaska,Arizona,2021,14
Alaska,Arkansas,2021,2
Alaska,California,2021,75
Alaska,Colorado,2021,6
Alaska,Connecticut,2021,1
Alaska,Delaware,2021,1
Alaska,District Of Columbia,2021,1
Alaska,Florida,2021,24
Alaska,Georgia,2021,6
Alaska,Guam & Northern Mariana Islands,2021,0
Alaska,Hawaii,2021,9
Alaska,Idaho,2021,1
Alaska,Illinois,2021,6
Alaska,Indiana,2021,10
Alaska,Iowa,2021,0
Alaska,Kansas,2021,4
Alaska,Kentucky,2021,1
Alaska,Louisiana,2021,11
Alaska,Maine,2021,0
Alaska,Maryland,2021,6
Alaska,Massachusetts,2021,2
Alaska,Michigan,2021,6
Alaska,Minnesota,2021,4
Alaska,Mississippi,2021,1
Alaska,Missouri,2021,1
Alaska,Montana,2021,3
Alaska,Nebraska,2021,0
Alaska,Nevada,2021,12
Alaska,New Hampshire,2021,0
Alaska,New Jersey,2021,3
Alaska,New Mexico,2021,8
Alaska,New York,2021,5
Alaska,North Carolina,2021,16
Alaska,North Dakota,2021,0
Alaska,Ohio,2021,6
Alaska,Oklahoma,2021,2
Alaska,Oregon,2021,27
Alaska,Pennsylvania,2021,5
Alaska,Puerto Rico,2021,1
Alaska,Rhode Island,2021,2
Alaska,South Carolina,2021,5
Alaska,South Dakota,2021,0
Alaska,Tennessee,2021,8
Alaska,Texas,2021,35
Alaska,Us Virgin Islands,2021,0
Alaska,Utah,2021,7
Alaska,Vermont,2021,0
Alaska,Virginia,2021,9
Alaska,Washington,2021,36
Alaska,West Virginia,2021,1
Alaska,Wisconsin,2021,3
Alaska,Wyoming,2021,3
Alaska,Alabama,2020,7
Alaska,Alaska,2020,559
Alaska,Arizona,2020,13
Alaska,Arkansas,2020,2
Alaska,California,2020,69
Alaska,Colorado,2020,13
Alaska,Connecticut,2020,1
Alaska,Delaware,2020,0
Alaska,District Of Columbia,2020,0
Alaska,Florida,2020,16
Alaska,Georgia,2020,12
Alaska,Guam & Northern Mariana Islands,2020,0
Alaska,Hawaii,2020,3
Alaska,Idaho,2020,2
Alaska,Illinois,2020,7
Alaska,Indiana,2020,5
Alaska,Iowa,2020,2
Alaska,Kansas,2020,6
Alaska,Kentucky,2020,6
Alaska,Louisiana,2020,4
Alaska,Maine,2020,0
Alaska,Maryland,2020,7
Alaska,Massachusetts,2020,3
